State,City,IBGE Code,Reason,Form,Name,code,Sampling Date,Sampling Loc,Zone,2.4 D + 2.4.5 T  VMP: 30.0 µg/L,Alaclor  VMP: 20.0 µg/L,Aldicarbe + Aldicarbesulfona + Aldicarbesulfóxido  VMP: 10.0 µg/L,Aldrin + Dieldrin  VMP: 0.03 µg/L,Atrazina  VMP: 2.0 µg/L,Carbendazim + benomil  VMP: 120.0 µg/L,Carbofurano  VMP: 7.0 µg/L,Clordano  VMP: 0.2 µg/L,Clorpirifós + clorpirifósoxon  VMP: 30.0 µg/L,DDT + DDD + DDE  VMP: 1.0 µg/L,Diuron  VMP: 90.0 µg/L,Endossulfan (α. β e sais)  VMP: 20.0 µg/L,Endrin  VMP: 0.6 µg/L,Glifosato + AMPA  VMP: 500.0 µg/L,Lindano (gama HCH)  VMP: 2.0 µg/L,Mancozebe  VMP: 180.0 µg/L,Metamidofós  VMP: 12.0 µg/L,Metolacloro  VMP: 10.0 µg/L,Molinato  VMP: 6.0 µg/L,Parationa Metílica  VMP: 9.0 µg/L,Pendimentalina  VMP: 20.0 µg/L,Permetrina  VMP: 20.0 µg/L,Profenofós  VMP: 60.0 µg/L,Simazina  VMP: 2.0 µg/L,Tebuconazol  VMP: 180.0 µg/L,Terbufós  VMP: 1.2 µg/L,Trifluralina  VMP: 20.0 µg/L
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DE TEMPO INTEGRAL ISAAC BENZECRY,C130260000189,25/01/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,INSTITUTO BENJAMIN CONSTANT,C130260000016,18/01/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DE TEMPO INTEGRAL PROFESSORA ROXANA PEREIRA BONESSI,C130260000191,25/01/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA DE FORMAÇÃO PROFISSIONAL ENFERMEIRA  FRANCISCA SAAVEDRA,C130260000247,25/01/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL JOSE CARLOS MESTRINHO,C130260000116,25/01/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DE TEMPO INTEGRAL SANTA TEREZINHA,C130260000082,05/01/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL LIBERTADOR SIMON BOLIVAR,C130260000176,05/01/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL NOSSA SENHORA DA DIVINA PROVIDÊNCIA,C130260000115,05/01/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DORVAL PORTO,C130260000117,01/02/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ESTELITA TAPAJÓS,C130260000131,01/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MONTEIRO DE SOUZA,C130260000134,01/02/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,CENTRO EDUCACIONAL DE TEMPO INTEGRAL GILBERTO MESTRINHO,C130260000133,01/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSORA ONDINA DE PAULA RIBEIRO,C130260000164,03/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,CENTRO DE FORMAÇÃO PROFISSIONAL PADRE JOSÉ ANCHIETA,C130260000156,03/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MENINO JESUS DE PRAGA,C130260000030,15/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ADALBERTO VALLE,C130260000109,15/02/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR ANTENOR SARMENTO PESSOA,C130260000018,18/01/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSORA DIANA PINHEIRO,C130260000190,01/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PAULA ANGELA FRANSSINETTI,C130260000195,15/02/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSORA LEONOR SANTIAGO MOURAO,C130260000091,15/02/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ADERSON DE MENEZES,C130260000110,16/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADULA ALICE SALERNO GOMES DE LIMA,C130260000108,16/02/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSORA LEONILLA MARINHO,C130260000105,16/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS DE MANAUS,C130260000118,22/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL TIRADENTES,C130260000034,16/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MILBURGES BEZERRA DE ARAÚJO,C130260000136,22/02/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL HELENA ARAÚJO,C130260000141,17/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,HOSPITAL INFANTIL DR FAJARDO,C130260000022,29/02/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MESTRE OTILIO,C130260000638,25/01/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL J G ARAUJO,C130260000187,22/02/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL GILBERTO MESTRINHO,C130260000060,07/03/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ROSINA FERREIRA DA SILVA,C130260000232,11/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFISSIONAL PADRE ESTELIO DALISON,C130260000216,08/03/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,SERVIÇO DE PRONTO ATENDIMENTO DO COROADO,C130260000015,04/04/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR CLEOMENES DO CARMO CHAVES,C130260000233,18/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR DEMÓSTENES BELDUQUE ARAÚJO TRAVESSA,C130260000227,18/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL VASCO VASQUES,C130260000226,18/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL RILTON LEAL FILHO,C130260000039,04/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,CENTRO EDUCACIONAL DE TEMPO INTEGRAL PROFESSORA CINTHIA REGIA GOMES DO LIVRAMENTO,C130260000092,04/04/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DOM JACKSON DAMASCENO RODRIGUES,C130260000005,18/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL RODERICK CASTELO BRANCO,C130260000009,18/04/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR JORGE KARAM NETO,C130260000085,13/04/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MARIA TEIXEIRA GOES,C130260000002,13/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ALMIRANTE ERNESTO DE MELLO BAPTISTA,C130260000050,11/04/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DE TEMPO INTEGRAL FRANCISCA BOTINELLY CUNHA E SILVA,C130260000159,26/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL JOANA RODRIGUES VIEIRA,C130260000180,26/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL NOSSA SENHORA DA GLÓRIA,C130260000179,26/04/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA DE TEMPO INTEGRAL ENGENHEIRO PROFESSOR SÉRGIO ALFREDO PESSOA FIGUEIREDO,C130260000200,10/05/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL JÚLIA BITTENCOURT,C130260000127,01/06/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ELIANA SOCORRO PACHECO BRAGA,C130260000237,31/05/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR OCTÁVIO MOURÃO,C130260000157,31/05/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ARTHUR VIRGÍLIO FILHO,C130260000154,31/05/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL INSPETORA DULCINEIA VARELA MOURA,C130260000087,23/05/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ARLINDO VIEIRA DOS SANTOS,C130260000098,30/05/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ARLINDO VIEIRA DOS SANTOS,C130260000098,23/05/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL FREI MÁRIO MONACELLI,C130260000225,20/06/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ENGENHEIRO ARTHUR SOARES AMORIM,C130260000205,16/05/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MARIA DA LUZ CALDERARO,C130260000077,08/06/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL TEREZA DE JESUS AZEVEDO DE VASCONCELOS DIAS,C130260000083,21/06/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL BARÃO DO RIO BRANCO,C130260000023,01/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL NILO PEÇANHA,C130260000044,01/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR FRANCISCO DAS CHAGAS DE SOUZA ALBUQUERQUE,C130260000021,01/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL SANTA LUZIA,C130260000045,01/08/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ARISTOTELES COMTE DE ALENCAR,C130260000012,26/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA DE FORMAÇÃO PROFISSIONAL ENFERMEIRA  FRANCISCA SAAVEDRA,C130260000247,02/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,CENTRO EDUCACIONAL DE TEMPO INTEGRAL MARCANTONIO VILAÇA,C130260000144,02/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSORA HILDA DE AZEVEDO TRIBUZY,C130260000150,15/08/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL SEBASTIÃO NORÕES,C130260000209,15/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,INSTITUTO BENJAMIN CONSTANT,C130260000016,29/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ALMIRANTE ERNESTO DE MELLO BAPTISTA,C130260000050,10/08/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL NOSSA SENHORA DA DIVINA PROVIDÊNCIA,C130260000115,22/08/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL NELSON ALVES FERREIRA,C130260000106,22/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL JOSE CARLOS MESTRINHO,C130260000116,15/08/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DORVAL PORTO,C130260000117,15/08/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL CARVALHO LEAL,C130260000064,22/08/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL EUCLIDES DA CUNHA,C130260000065,22/08/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL RUY ARAÚJO,C130260000066,22/08/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ALDEIA DO CONHECIMENTO PROFESSORA RUTH PRESTES GONÇALVES,C130260000142,27/07/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR ANTONIO MAURITY MONTEIRO COELHO,C130260000028,25/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL CACILDA BRAULE PINTO,C130260000201,25/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSORA  MYRTHES MARQUES TRIGUEIRO,C130260000011,25/07/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL RILTON LEAL FILHO,C130260000039,12/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL CORONEL CANDIDO MARIANO,C130260000661,20/07/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MARIA MADALENA SANTANA DE LIMA,C130260000038,12/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MANOEL RODRIGUES DE SOUZA,C130260000047,12/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,COLEGIO MILITAR DE MANAUS,C130260000635,05/07/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,COLEGIO MILITAR DE MANAUS,C130260000635,05/07/2016,POÇO ARTESIANO - Ponto 2,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL VICENTE SCHETTINI,C130260000651,19/07/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL NOSSA SENHORA APARECIDA,C130260000053,19/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL WALDOCKE FRICKE DE LYRA,C130260000079,04/07/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL MANOEL ANTÔNIO DE SOUZA,C130260000059,04/07/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL GILBERTO MESTRINHO,C130260000060,04/07/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL AUGUSTO CARNEIRO DOS SANTOS,C130260000024,12/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL FARIAS BRITO,C130260000020,19/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL BALBINA MESTRINHO,C130260000063,12/07/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA DE TEMPO INTEGRAL PROFESSORA ELIANA DE FREITAS MORAES,C130260000701,05/07/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DOM JACKSON DAMASCENO RODRIGUES,C130260000005,19/09/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL AGNELO BITTENCOURT,C130260000174,27/09/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ERNESTO PENAFORT,C130260000006,19/09/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DR ISAAC SVERNER,C130260000004,19/09/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,CENTRO EDUCACIONAL DE TEMPO INTEGRAL GARCITYLZO DO LAGO SILVA,C130260000104,13/08/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DE TEMPO INTEGRAL GABRIELLE COGELS,C130260000054,31/08/2016,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSOR ANTONIO MAURITY MONTEIRO COELHO,C130260000028,21/09/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL ARISTOTELES COMTE DE ALENCAR,C130260000012,21/09/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DESEMBARGADOR ANDRÉ VIDAL DE ARAÚJO,C130260000042,03/10/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL PROFESSORA SEBASTIANA BRAGA,C130260000041,03/10/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DOM MILTON CORRÊA PEREIRA,C130260000204,03/10/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL DOM JOÃO DE SOUZA LIMA,C130260000040,03/10/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL CARVALHO LEAL,C130260000064,10/10/2016,POÇO ARTESIANO - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,MANAUS,130260,Rotina,SAC,ESCOLA ESTADUAL EUCLIDES DA CUNHA,C130260000065,10/10/2016,POÇO FREÁTICO (RASO) - Ponto 1,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
